review,rating
sekarang pengiriman nya lama bgtt dulu cepet,3
jujur sangat membantu dalam pekerjaan dlm mencari produk kbutuhan.trimakasih shoppe,5
bagus,5
aplikasi ini sangat bagus dan membantu kita dalam berbelanja secara online 🙏,5
"Aplikasi shopee sangat berat dan boros baterai gak nyaman ini aplikasi .... padahal aplikasi sudah di update yang terbaru !!! Expedisi nya sangat lemot, tidak butuh voucher garansi tiba , mengecewakan... Hadeuhhh 😡😡😡",1
Aplikasi Bagus GA perlu keluar Rumah Untuk beli Sesuatu yang penting,5
ok bgt belanja dishopee tepat beli barangnya dan tepat waktu.,5
"makin kesini makin buruk, pengiriman jnt dihilangkan, padahal itu satu satunya yang pengiriman tepat waktu bahkan lebih cepat dari estimasi , sehari bisa 2 kali pengantaran untuk area jkt spx standard terlalu lambat dalam pengiriman, pengantaran dari pagi sampai pagi lagi belum sampai pelayanan mengecewakan",1
waw,5
"mantap , tetapi kalo belanja sekarang vcr nya gaada dan gratis ongkir juga hilang",5
good selalu...mantap,5
nyaman,5
mantap,5
Shopee tolong seleksi lebih ketat lagi agar produk kw/ palsu jangan sampai di jual di Shopee yang bisa merugikan konsumen. 🙏,4
terbaik,5
bagus,4
"Puas, bagus",5
cukup baik,5
Tolong akun shopee paylater saya dipulihkan lagi...terim kasih,5
apk paling lelet,1
apps y bagusss,5
udah Hapus beberapa kali karena GK sesuai pesanan gak kaya lazada,4
mantap,5
"chat admi semakin sulit... selalu admin sedang melayani chat... harap tinggalkan pesan... seminggu kemaren udah senang dan selesai langsung masuk, ini kembali lagi dana akan masuk setelah 1 minggu pesenan di klik terima, kami bukan shopee mall, kita hanya star+ yg orderannya 3-6 orderan, sedang kan kita harus iklan 100rb/ hr, kalau tidak iklan tidak ada oederan masuk, tidak bantu orderan biar meningkat malah menjadikan uang masuknya lama,,, anjjjj",1
"pelayanan shopee nya bagus. tapii pelayanan expedisi nya buruk serta pelayanan kurir nya juga sangat buruk. apalagi kebanyakan kurir shopee di daerah Sukajadi Pekanbaru Riau itu sangat buruk. kebanyakan kurir nya tidak menganter pesanan customer, trus kurir juga membuat laporan fiktif !!!! beda banget pelayanan dari expedisi dan kurir JNT yg sangat bagus, tapii sayang udah di tutup dan expedisi lainnya tolong kurangin lagi biaya kirim, karna bagi saya mending pake expedisi yg lain daripada spx",1
"Tolong biaya admin di kurangi, sama fitur blokir chat di aktifkan kembali karena banyak random nge chat dan pembeli sdm rendah main kasih rating 1 aja di produk",4
setiap pengembalian barang pasti gak bisa COD,4
aplikasi yang sangat bagus.. banyak permainan game yg menghasilkan hadiah dan bonus,5
lumayan,2
sangat puaass selama ini pakai shopee,5
pelopor belanja online,5
ok,5
pelayanan sangat baik,5
suka belanja di sopi.harga lebih murah.nyampek lebih cepat,5
bisa COD dekdulu jadi barang selalu sesuai. tak ada tipu tipu.,5
OK,5
ok baik,5
"Tolong dong shopee, hapus toko yang suka nipu😞 Padahal bel hpi di toko official langsung, tapi tetep kena tipu😞 Jadi rugi berjuta-juta Barang juga awalnya susah terkirim, lalu ilang Kenapa sih",1
good job,5
Sangat membantu,5
amanah sesuai pesanan maju terus usaha nya,5
sangat bagus,5
min saya minta tolong adakan fitur gelap di Shopee agar tidakk terlalu terang buatt mata,5
soga makin kedepan makin lebih bagus lagi,5
kurir ramah dan amanah,5
mantap,5
makin bnyak jualan yg ga amanah..,1
Semenjak tidak kerja sama lagi dengan j&t jadi malas order barang di shoope,1
keren,4
oke,4
"saya langganan di shopee, udah lama. tapi maaf agak melenceng nih. paylater saya koh masih aja di bekukan ya.🙏🙏🙏. makasih",5
terbaiklah no coment,5
Alhamdulillah sudah lancar dan normal lgi pelayanannya Makin the Best dah...,5
mantap,5
TOP,5
nyaman saat butuh,5
"Jasa pengirimannya pake kura kura yah lambat selambat lambatnya ga sampe sampe, sampai pembatalan otomatis, parah shoopeee",1
kenapa Playleter saya gk bisa di gunakan lgi pdhl saya bayarnya tepat waktu gk prnh jatuh tempo skrng gk bisa di gunakan,1
"pengeriman jadi molor, gak kaya yang dulu dulu. kalo yang dulu cepet sekarang banyak molornya.",3
pokone bintang 5,5
Saya udah belanja total 11 juta Tapi kenapa masih silver harusnya udah gold bahkan bisa platinum help lah shoppe fix akun shoppe saya ini (gmario),3
cukup membantu,5
selalu puas belanja di shopee,5
Belanja di shopee banyak pilihan.,5
Shopeefood ya sering double order jadi lama gajelas,1
"kenapa setelah masuk aplikasi,gak lama tiba2 keluar aplikasi sendiri?padahal sinyal bagus,kuota banyak,RAM ROM lega,hp normal.",5
okk,5
bagus,1
drpd beli offline . udh nawar hrga tnggi yg dagang marah,5
baik,3
sungguh membantu trimakasih,5
tepat cocok,5
sangat membantu,5
terbaik,5
semoga Shopee gk pernah boong,5
ayo belanja dishope gratis ongkir dan bisa cod cek dulu,5
Woy katanya bisa scan pake shopepaylater nyatanya gak bisa Shopeelater. Malu maluin.saya saat mau bayar gak jadi,1
ok,5
Bagus bagus bagus,5
bagus sekali,5
puas ahhh,5
shoopy lemot poll,5
Ok Keren,5
good job,5
"jujur aku senang belanja di Shopee tp klo bisa tolong lah pake COD trus, kita mau pesan lg barang yang sama tp gk bisa pake COD.",5
alhamdulillah,5
terima kasih buat shopee.,5
shopee tidak bisa cod lagi😭,1
aplikasi rekomendasi banget,5
Mantap sangat membantu kebutuhan kami sekeluarga,5
mantaaaap,5
top,5
"hey shoppe pikirin tuh mitra driver nya,, malam2 masih ada aja spx msuk, toko tutup yang jdi sasaran driver, pikirin mitra mu, mereka yang bekerja dilapangan pans ujan selalu mengutamakan cs, dan liat argo yang dterima drver ga sesuai, banyak spx gabungan tapi cuma numpang, pikir lah, hapus point2 driver bukan nya nyaman krja malah selalu was was,, perbaiki tuh sistem mu,",1
memuaskan sekali aplikasi shopee ini. kurir shopee nya juga kebanyakan ramah² pengiriman cepat. cuma kadang kalo beli di toko tertentu suka kadang lama respon penjualnya. buat voucher sama gratis ongkirnya bener² mantap,5
bagus,5
mantap,5
mantap,5
Sekarang lebih stabil,4
sempurna,5
masih selalu setia belanja di shopee banyak promonya dan gratis ongkir diwilayah bandar lampung,5
Payane shopee sekarang masa peringkat ane turun dari platinum k gold tanpa tahu kesalahan aneh😭😤aneh tapi nyata jelasin dong sebab,1
bgs n murah blnja di Shopee,5
sangat membantu,5
sumpah...waktu masuk shoppe itu kekk ngelag banget gak bisa di sentuh...mau keluar pun susahh..,3
bagus,5
bnyk deiver tukar paket👎👎👎👎👎👎👎👎👎👎,1
aplikasi bagus,5
apk bagus,5
spx sortir jambi isinya maling semua,1
iklan nya spam banget,1
mantap,5
Paling Ok,5
belanja di shopee sangat simpel tinggal tunggu aja di rumah mslh pembayaran tinggal pilih,5
"Aplikasi berat banget,semua²nya ditampilkan.....maruk!!!",1
good delivery n keep it up 👍,5
puas belanja di aplikasi shopee ini ga pernah kecewa barang nya bagus dipertahankan kualitas nya,5
bagus,5
bagus dan kurir nya nganter nya cepet,5
"udah update versi terbaru (19/04/25) malah ga bisa liat live memuat terus padahal jaringan bagus, baik wifi maupun seluler",3
SPX Xpress ekspedisi yg g layak d pilih.. krn bnyk yg milih JNT xpress makanya JNT g d pke biar semua beralih k SPX yang lelet macam sampah.. g profesional..,1
baik,5
good very,5
suka sama aplikasi nya😻,5
puasss hatii,5
"suka bgt sma shopee,selain murah murah juga banyak bgt voucher pokoknya the best",5
"tolong di sediakan penghapusan algoritma rekomendasi dan fitur terakhir dilihat, Saya kena gamprat Karena ketahuan menelusuri yg neko2",3
terimakasih atas pelayanan Shopee saya sangat puas cuman satu yg bikin kurang bagus masalah pengirimannya harus di perbarui biar lebih bagus lagi😊🙏,5
Aku harap di tambahin fitur mode malam/dark mode karena sakit mata kalo lagi lihat malem-malem cerah banget bejibun.,4
cepat akurat,5
shopee beli apa aja jadi lebih mudah,5
baik,5
murah dan mudah..... mantap,5
bekerja,5
ho'oh,5
tolong kembalikan duit sy yang kesedot 340 secara otomatis dr dana sy butuh duit itu skrg tolong balikan,1
tolong diperbaiki lagi saya mau download sebuah gem di web saya lewati setep sampai akhirnya saya klik tiba-tiba otomatis buka shoope kembali lagi gagal cobalah perbaiki,1
spaylater di bekukan padahal Bru sekali telat dan sudah tidak ada tunggakan lagi,1
bagus,4
"shopee oke, mantap",5
ok,5
sangat membuat,5
saya suka dengan apk ini sngat membntu,5
joss cok,5
ok,5
aplikasi market yg bagus saya suka berbelanja di shopee,5
Shopee yang terbaik.,5
"mantap, sukses terus 💪",5
aq senang belanja di shoppe karena bisa tunggu dirumah tampah ninggalin anak dirumah,5
pesanan tepat waktu ..dan toko amanah kurir ramah,5
mantap,5
sangat puas,5
bagus sekali fiturnya,5
ini sangat bagus dan bermanfaat. ayo segera download,5
mantul shopee,5
sangat mudah,5
Aplikasi sangat baik membantu gratis ongkir,5
bagus,5
"JELEK BANGET SEKARANG, PELAYANAN JASA KIRIM YG DARI SHOPEE (SPX) LAMA DAN GAJELAS.",1
ok siip pertahankan,5
app nya bagus bngt sih cuman kadang kalo scroll shopee mau khilaf Karna banyak yang bagus,5
mantap benar berbelanja bisa bayar nanti,5
"pertama kali pake aplikasi shoopee,, ngga nyangka lebih murah dan banyak potongan2 harga... nysel baru download sekarang... semoga lebih banyak diskon2 lain",5
puas bangat,5
bintang satu .masak kedetek di haus,1
shoppe is the best,5
puas belanja di shopee,5
makasih,5
aplikasi manfaat,5
belanja mudah tanpa ribet sat set masih belajar penggunaan voucher tapi,5
"untuk Shoope kalau bisa toko yg Barang Preorder jgn Dikirim kasihan Pembeli, Kalau emang Barang Blm Dikirim mending terapi sistem masih bisa di Cancel, jgn seenaknya Kasihan pembeli nunggu lama tp mau dicancel ga bisa, Dari pd Diretur kan Merugikan Kedua pihak, Kalau datang lama Mending Masih bisa Ditolak langsung jgn nyuruh pembeli untuk RETUR barang Padahal itu murni Kesalahan PENJUAL kalau emang ga ada barang ya mending jgn jual",1
nice,5
pengiriman tepat waktu dn aman.terpercaya,5
sangat memuaskan belanja di shopee,5
mudah dgn blnja di shopee tapi skrg agk lemmot yah pengiriman nya,5
"ini shopee kenapasih, paket saya 8 item udh seminggu lebih gak sampe sampe",1
shopee membantu aku agar tidak susah lagi untuk keluar rumah karena kalau misalnya kita lapar kita bisa pesan di shopee dan apa-apa bisa di shopee apalagi dia tuh gratis ongkir,5
aplikasi luar biasa udah di batal pesanan tetep Dikirim good😌,1
good,5
"dapet voucer 10.000 karena paket datang telat, pas mau pake ternyata harus belanja Rp. 100.000 biar bisa pake Voucher nya",1
saya harap hati hati membeli barang online apalagi dishope karena banyak barang cacat/penipuan,1
mantab,5
bagus bgt ni apk,5
kurang nya pas barang nya udah di tunggu tunggu gak pernah sampe,1
Tidak Bisa Daftar Playleter,3
saya sangat suka dengan shopee banyak manfaatnya berbelanja di shopee,5
shopee baik,5
Sangat membantu trims,5
telat bayar spay sehari udah kena denda 5% + DC neror kaya udah telat 3 bulan aja.. selesai tagihan fix uninstall,1
jos,5
"suka belanja d sini,karena barang yg tdk ad d tpt kita bisa d order d shopee,",5
𝚜𝚊𝚢𝚊 𝚖𝚎𝚗𝚢𝚞𝚔𝚊𝚒 𝚂𝚑𝚘𝚙𝚎𝚎 𝚒𝚝𝚞 𝚔𝚊𝚛𝚎𝚗𝚊 𝚋𝚊𝚛𝚊𝚗𝚐 𝚋𝚊𝚛𝚊𝚗𝚐𝚗𝚢𝚊 𝚖𝚞𝚛𝚊𝚑 𝚖𝚎𝚛𝚒𝚊𝚑 𝚓𝚊𝚍𝚒 𝚔𝚊𝚕𝚊𝚞 𝚖𝚊𝚞 𝚋𝚎𝚕𝚒 𝚍𝚒 𝚂𝚑𝚘𝚙𝚎𝚎 𝚊𝚓𝚊 𝚍𝚊𝚗 𝚍𝚊𝚙𝚊𝚝𝚔𝚊𝚗 𝚐𝚛𝚊𝚝𝚒𝚜 𝚘𝚗𝚐𝚔𝚒𝚛,5
sangat bagus memudah kan dan sangat mudah hanya perlu daftar saja sudah bisa barang nya bagus bagus,5
siip,5
bagus,5
spam banget,1
the best,3
dg adanya shopee mempermudah saya belanja online untuk membeli sesuatu yg lebih murah di bandingkan belanja offline,4
"sdh pake segala cara ga bisa, akhirnya aku uninstall dulu trus di install ulang baru bisa dipake lagi shopee pay nya, knpa ya padahal tiap update apps ada dia udh otomatis ke update.",4
aplikasi ga berguna,1
"sangat membantu, semoga tambah bnyak diskon lg. dan tentunya semoga amanah trus, Sukses selalu, Aamiin",5
tolong buat shoope jangan mempersulit hidup deh makin di update makin susah masuk ke akun yang sudah keluar sendiri saya sudah ganti sandi saya sudah berusaha tapi hasil nya tetap aja login nya pakai scan barcode saya cuma minta sama shopee buat verivikasi pakai link jangan pakai scan barcode lagi gi mana Maun scan barcode Kalau akun nya keluar buat pihak shoope mohon di perbaiki,2
apalah nii setiap mau belanja ada aja alasannya anda sudah menggunakan promo inilah. mending lu hapus aja ni aplikasi dari playstore. ngk ada gunanya,1
sangat bagus,5
👍🏻👍🏻👍🏻,5
kebijakan yang sangat buruk tidak masuk akal,1
"suka belanja dengan shoppe tapi nggak suka sama kurirnya SPX suka minta uang tambahan bahkan di tulis di paket pake spidol kadang di lebihin 2000/3000, ya kalo cs yang ngasih sih gpp saya juga kalo ada kembalian suka di kasih, tapi ini masalah kejujuran aja sih, kurir tinggal nyebutin nominalnya gak usah di lempengin sendirilah 🥱🥱🥱",4
"pengirimannya lama, sering ngebug kalo mau co susah kalo mau ngambil diskon sering kehabisan,, metode pembayaran nya juga ditambahkan lah lewat DANA ?",2
Bagus deh.. pokoknya mantap. semua serbisa🤩🤩🤩,5
barangnya Kokoh pakai barangnya bagus,5
makasih min sudah dibantu semua masalah pesanan mau pun masalah tidak bisa loginnya,5
Sangat bagus dan membantu👍,5
Sekarang lebih efisien dengan banyak voucer dan promo lainnya,5
bagus,5
gege,5
baik 👍,5
sudah berlangganan belanja di shopee,5
kenapa gk bisa d bayar pk dana ya,4
Kerennn!!!,5
kereeenn shopee,1
baik,4
"mantap, saya suka sama apk ini..",5
sangat puas,5
good,5
"saya suka shopee, banyak pilihan dan transparan prodak""nya sangat puas dan harganya miring",5
mAntap,5
sukak bangeet dgn shopeee.. pembayaran apapun jadi lebih mudah😎,5
terhemat,4
aplikasi bagus,5
good,5
memuaskan... banyak diskon dan promo...,5
"Dengan adanya Shoope sangat membantu sekali dalam berbelanja secara Online, buat saya Shoope its OK",5
gk pernah ragu belanja di shopee 🤍,5
aplikasinya sangat bagussss,5
"tolong di perbaiki layanan pengiriman, masih 1 kota tapi 5 hari belum sampai. makasih, tolong perbaikilah layanan pengiriman.",2
bagussih tapi ada di iklan teruss,4
jos,5
"app nya bagus tapi expedisi nya payah, setelah ajukan banding Alhamdulillah akun kembali normal. trimaksih",5
boleh lahh,4
barang yg datang bagus pelayanan cepat,5
Kembalikan pilihan jasa kirim Jnt express,3
pngiriman cpt.kualitas bgs.sesuai sellu dgn pesanan.,5
"jujur suka bgt sama aplikasi ini jadi kalo nyari barang langka biar cari di Shopee dan banyak vouche"" yg gratis ongkir lagi semoga berjalan terus aplikasi nya",5
"suka belanja di Shopee, tp ongkir mahal mungkin karena jauh..",5
mantap,4
"kok shopee sy g ada gambar nya si pdhl sinyal bgs loh, gmn cb ini kl mau beli'",1
mantap,5
"tolong dong shopee kalo baru masuk aplikasi jangan langsung di arahin ke live video , mending kaya yg lalu aja langsung masuk menu utama",2
koleksi barang cukup lengkap,5
bagus,5
"Bisa hilang semua pelanggan Shopee klu gitu cara kerjax , ga seperti sebelumx klu ga guna lagi hapus aja aplikasi x jangan ada lagi",1
"keren, terbaik",5
tolong buka penguncian cod,5
bagus,5
selama belanja online pake shopee selalu bikin happy,5
👍👍,5
Bagusssssssss...harga lebih murah dan bnyak promo gratis ongkir... pokonya top bgt pertahankan shopee...,5
belanja aman,5
"Lemot,Error,Kadang Relog,login Susah,Kadang Akun Logout sendiri Hadeh",4
aplikasinya bagus,5
"sangat memudah kan saya dalam berbelanja,, sesuai dengan kebutuhan saya TQ SHOPEE",5
bnyak voucher dan murah² brang nya suka sama shoope trimah kasih shoope🙏,5
shopee & shopefood best❤️,5
muantaappp,5
"mantap banget, Sangat membantu",5
semenjak ekspedisi cuma spx...belanja dari shopee barang jadi super lelet nyampe ny.... kecewa berat Dengan spx,1
aku sangat sukaaaaa aplikasi belanja ini,5
sangat baik,5
shopee super murah,5
Shopee mantap,5
sangan puas belaja di shopee,5
pengiriman tepat waktu,5
shopee nya tidak ngelag dan barang barang nya bagus di beli itu ulasan saya saya juga suka memakai aplikasi shopee,5
good,5
sangat bagus,5
akhirnya aku bisa belanja,5
oke,5
👍👍,5
oke lah,5
semua nya bagus namun cuma 1 ongkir nya murahin,4
"Saya suka shopee, yg mengedepankan pelayanan belanja menjadi lebih mudah produk2nyapun bagus ..shopee ok.",5
selalu di hati,5
Sekarang kok buka aplikasix lelet sekali.. Smoga kedepanx lebih baik,5
sangat bagus belanja disini,5
ok,5
bagus,5
bagus,5
"Suka banget pake aplikasi ini, sering banget dapet voucher atau dapat gratis ongkir. Bagus banget sih aplikasi ini, harga nya juga murah banget",5
sangat bagus karna sudah bisa cod di daerah tempat tinggal saya terima kasih,5
"produk bagus,pelayan baik",5
app bagus,5
baik,1
sangat memuaskan,5
barang datang sesuai pesanan tapi ada jg yg TDK sesuai TPI selalu suka dg harga yg terjangkau,5
paylaternya bosku,5
keren,5
bagus,5
shoope Sekarang tidak bisa cod bagian kecamatan Kateman apa sebab nya ...,2
sangat baik sekali,5
Kadang barang yg dibeli tdk sesuai dg gambar contoh & ukuran juga kadang tdk sesuai.,4
"ok, e-commerce yang cukup terpercaya",5
mantab bro,5
apk bagus,5
ok,5
Kiriman cepat,5
cocok,5
kenapa yah sekarang banyak penipuan dengan mengatasnamakan Shopee terus tahu nomer kita dan alamat kita bahaya banget,4
bagus banget,5
Sangat membantu,5
suka belanja di Shopee kare harga kadang tiba² jadi mudah jika di keranjang kuning diskon juga sering besar²an best deh pokonya Shopee selalu dihatiiii🥰😘🩷,5
sangat memuaskan,5
aplikasi unggulan,5
pengiriman sangat lambat tapi semoga cepat berinovasi,5
sanet membantu memudahkan dalam bermlanja,5
Cepat pengiriman,5
kereeen shopeee,5
oke baget dah Shopee,5
Gasuka bgt kalo cancel harus nunggu persetujuan penjual knp ada fitur gitu. kalo nih ya kita beli sesuatu nih terus kita mau beli lagi kan berhubung cancel dulu ubah pesanan malah ga diterima terus juga misal kita beli barang tapi ga dikemas² sama penjual kek 3 hari g di kemas² terus kita butuh cpet alhasil kita cari toko lain atau pembelian offline kita cancel itu tapi ga disetujui akhirnya apa? kita beli dobel rugi lah biasanya juga 1 hari ga Sampek 1 hari pemesanan udah dikemas🤬😡,1
Shoope langganan 👍,5
Sangat baik,5
tolong kurirnya jgn lambat antar barang nya,5
sangat mudah digunakan,5
aplikasi busuk,1
"Banyak voucher, dari gratis ongkir sampai potongan harga. Proses retur pesanan mudah. Semoga kedepannya bisa menikmati fitur Spaylater dan Spinjam :))",5
Berguna,5
sangat bagus,5
bagus,4
"Belaja di shopee dapat potongan harga dan potongan ongkir,jadi belajar apa saja lebih hemat di shopee...Banyak diskon bertebaran di akun saya",5
Barang cocok sesuai pesanan,5
shopee paporit belanja online,5
cepat ramah siip,5
♥️♥️♥️,5
untuk jasa kirim shopee ngga niat ngirim barang udah pickup nya lama pengiriman juga lama,1
senag berbelanja di anda,5
"Bagusss,,,lanjutkaaannn!!!",5
baik bagus,5
belanja di shopee sangat nyaman dan aman,5
keren,5
selama ini belum pernah ada kendala dalam penerimaan barang yg dipesan.. penerimaan sesuai estimasi normal..,5
shoppe per April 2025 tolong ui jangan langsung vidio pendek pas awal buka brisik banget,1
aplikasi ini menurut saya bagus dan bermanfaat,5
ayo download shopee nggak rugi,5
sangat baik,5
mudah digunakan,5
terbaik...dan semoga kedepannya produk yg ditawarkan bertambah murah dan tetap berkualitas,5
top Top Markonah deh... kalau bisa sering sering garatis Ongkirnya ya,5
bagus,5
"dlu klo mau beli apapun selalu di shopee karna pengiriman nya cpat, tpi skrng kok lama yah? yg biasa 3 atau 4 hari, skrng seminggu lebih paket blom nyampe"" 🤦",2
keren,5
bagus,5
untuk sekarang sangat baguss,4
oke,5
Kecewa.kalo la bgs bru la.sngt2 kecwa,1
Lelet paket datengya. datangnya sore - malam,3
"Setiap kali belanja dan barang telah sampe di terima oleh costumer,status update SELESAI diakun Shopee lama banget baru bisa diSELESAIkan dan kasih ulasan kenapa gak langsung berubah jika barang telah diterima???",2
"saya kasih bintang 4 dulu ya shopee sudah bagus tapi dri pengalaman saya belanja menggunakan apk ini ada beberapa kali ternyata barang yg dipesan tidak sesuai denga yg dideskripsi toko baik kualitas,ukuran dan lain nya sya tidak tahu apa shopee atau toko nya yang tidak amanah ini penilaian saya berdasarkan fakta yg ada terimakasih.",4
Biaya layanan sekarang 2.500 ? WTH !!!,1
aplikasi berat terlalu banyak fitur UI/UX bintang 1,1
Pengiriman tepat,4
"kocak, akun pertama dicurigai menggunakan aplikasi yg mencurigakan, saat mengklaim koin shopee live dari streamer, ku kira mngkin karna ad kesalahan log in di 2 perangkat.. oke aku relakan dan buat akun baru dan hanya login 1 perangkat.. tanpa alasan yg jelas dibilang menggunakan aplikasi yg mencurigakan.. emg aplikasi shopee nya aja gk jelas, gk boleh org klaim koin terus.. supaya shopee gk rugi..",1
ok,5
𝐚𝐩𝐤 𝐧𝐲𝐚 𝐬𝐚𝐧𝐠𝐚𝐭 𝐛𝐚𝐠𝐮𝐬 𝐥𝐮𝐦𝐚𝐲𝐚𝐧 𝐧𝐠𝐞𝐥𝐚𝐤,5
mantap lah,5
100% suka❤️😘,5
sangat membantu tidak perlu keluar rumah klo ingin beli sesuatu,5
Harga kompetitif. Selama ini kualitas cukup baik. Pelayanan pengiriman baik.,5
good,5
terimakasih,5
belanja lebih tenang disini,5
aplikasi nya skrg nga bisa COD udah nga kaya dulu lagi,1
ongkir lebih mahal dari harga barangnya,1
gak ribet...,5
cari apa saja ada n cepat pengirimannya,5
sangat membàntu sekali 👍🏻👍🏻👍🏻,5
bagus,5
Semuanya jelas dan mudah berbelanja,5
murah cepat terpercaya,5
Baik,5
terbaik,5
Jjooooooosssss gandoooooosss,5
jossss,5
sangat baik,4
"tempat yg aman untuk berbisnis dan mudah bahkan untuk pemula pun d samping bertanggung jawab dan di lindungi, cuma ada satu permintaan, mohon penjual yg tidak amanah dan tidak jujur agar d blokir aja supaya kepercayaan pembeli kepada Shopee tidak berkurang dan jg kepada penjual lain yg jujur dan amanah.",5
"sangat suka,,,,belanja jadi mudah...👍👍👍👍👍",5
"saya sudah Berlangganan dengan Shopee cukup lama sejauh ini saya puas dengan pelayanan nya😊 Mohon tetap di pertahankan, dan kalau bisa ditingkatkan terus, thanks Shopee😘",5
good,5
👍👍👍👍,5
seneng banget punya apk Shopee inj,5
mantap banyak diskonnya tapi untuk peralatan senapan angin tidak ada jadi harus ke aplikasi toko pedia ribett,5
belanja di shopee sangat baik sekali,5
shopy terbaik,5
bagus Bagus,5
"Untuk saat ini apl ,Shopee masih tetap yang tebaik 👍👍👍👍👍 & semakin menyalip",5
sangat memuaskan,5
bagus,4
sumpah shopee sekarangg mahal sekali dari biaya admin sampai cod hampir 6k tolong kembalikan shopee sebelum nya,2
aplikasi yang membantu memudahkan pembelanjaan tanpa harus pergi kesana kemari untuk mencari produk karena disini semua ada👍,5
Harga lebih murah.toko nya amanah,5
mantep betul,5
"Belanja jadi mudah, bisa pilih² harga yg lebih murah, dan pilih kualitas barang.",5
belanja di shopee sangat simpel...... tp akun sulit banget dapat shopeespaylater,5
murah murah,5
biasa aja,2
bagus banget,5
👍,3
semoga lancar,5
"suka sama aplikasi ini, tapi kenapa kalo pesan barang yg udah dibayar lebih lama datang nya, kalo COD cepat kali ini datang nya kadang belom tanggal nya nyampe, buat males aja",4
saran untuk shopee. tolong cantumkan nomer kurir nya di saat menuju alamat tujuan. biar kita gampang menghubungi nya. kalo barang itu urgen/penting,4
bermanfaat,5
sukaaaas,5
SENANG BISA PESAN BARANG LEWAT SHOOPE,5
"sekarang bayar pake shopeepay malah lebih mahal daripada yg pake pembayaran cod atau cod cek dulu, jadi males ngisi saldo, mending cod. kalau nggak bisa cod sellernya, tinggal beli di apk lain.",1
"Makin kesini makin buruk pesanan selalu terbatalkan dengan alasan terdeteksi melakukan aktivitas tidak wajar,padahal saya baru melakukan transaksi",1
semoga shopee bisa gratis ongkir selamaaaaaaa,5
lumayanlah.,5
bagusss,5
trimaksih shope cukup membantu skliii,5
semoga makin maju & bnyak diskon nya,5
Lemot dan fitur semakin ga jelas mau di update atau ngga juga tetep lemot pdhl memori juga masih banyak nontifikasi ga penting terlalu banyak sampe² menutupi notif barang yg dibeli atau diterima dan chat,1
bgus,5
"aq juga suka bngt klo belanja sllu pke Shopee, tpi syg gbsa lgi pke Shopeelater krn pernah telat jdi uda diblokir pdhl aq byr mski telat",5
"Kuakitas baik, namun ukuran tidak sesuaj dengan tabel ukuran yang ditawarkan.",4
sangat suka,5
sangat membantu,5
"WOI BALIKIN PENGIRIMAN JNT MURAH, SHOPIE EXPRESS LAMA. MASA PAKET SAMPE SEMINGGU LEBIH WOYYY, LAMA BANGET WOY",1
"sebelumnya maaf banget untuk pihak shopee tolong untuk setiap pesenan di sertakan no kurir nya agar mudah untuk menghubungi kurir ketika pembeli lagi ngga dirumah. dan kasih juga no hp pembeli ke kurir agar bisa menghubungi pembeli klo paket nyampe. soalnya ngga setiap rumah itu ngga kedap suara kalo dipanggil sma kurir, kdang lagi ada di belakang kurir manggil ngga kedengeran . jadi tolong buat pihak shopee untuk menyertakan no kurir/pembl disetiap pesanan agar memudah kan si pembeli dan kurir!",3
bagus pokoknya,5
aplikasi ini sangat membantu bnyk org... pkknya mantulll,5
"nge bug lagi,, masa udah nonton live shopee berjam-jam koinnya nggk masuk sama sekali👎parah👎👎👎 sudah saya dm & dikasih saran ttp gabisa 👎👎 kapan diperbaiki bug nya? 👎👎",1
baru menggunakan Shopee mudahan bisa COD dan gratis ongkir,5
mantaf....,5
bagus terpercaya,5
tempat belajar .. alhamdulillah tiap pesanan sesuai harapan,5
"makin kesini makin bagus, cepat, update👍",5
pihak shopee sekarang ko kurang tegas ya sama toko2nya masa sy pesan udah 1 Minggu masih di kemas aja,2
selalu aman dan terlayani dengan baik,5
ok polll,5
"apasih, tiap baru buka app nya masuk ke live sendiri, bikin ngelag banget tau",1
menyenangkan belanja di shoope,5
pelayanan oke tepat waktu dan hasil sesiai,5
bagusssss,5
bagus,3
sangat bagus,5
"saya suka shopee, mudah murah dan berkualitas",5
banyak diskon,5
bagus,5
liat perkembangan berikutnya,2
saya lebih menyukai dan percaya shoope,5
baguss,5
semua baik adanya...semuanya,5
kenapa ya ketika mau pembayaran selalu loading dulu dan harus ke palystore untuk menyelesaikan update. kalo gak gitu gk kelar2 payment nya.,3
Pas beli barang kualitas buruk gak bisa di refund padahal ada bukti unboxing nya walaupun ada kepotong dikit pas buka bubble nya tapi abis bubble nya kebuka dikit saya langsung video lagi malah gak bisa di refund padahal ada lakban yang masih baru belom di buka dan gak ada bekas lakban lain padahal jelas jelas barang nya rusak pas ditanya katanya barang yang dikirim masih baru berati kesalahan di pengiriman nya,3
jos,5
"tolong timbulkan aplikasi dana dlam pembayaran, dan jg kurir dan toko yg berprilaku tidak sesuai aturan di beri peringatan sanksi, sesuai aturan shopee.",3
"setiap mau beli apa"" disini tempatnya.. mantull👍",5
"parah sih search engine nya.. sudah sampai detil nulis yg dicari, yang keluar ga ada satupun yg dicari..",1
Aplikasi ini sangat membantu .,5
good,5
belanja semakin mudah dan cepat,5
best,5
